Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Gender_Male,School_Type_Public,Internet_Access_Yes,Extracurricular_Activities_Yes,Learning_Disabilities_Yes
19,70,1,1,6,67,1,5,1,0,2,4,2,1,67,0,1,1,1,0
19,81,2,1,7,100,1,1,0,1,0,5,2,1,68,0,0,1,0,0
9,73,1,0,7,95,1,3,0,1,0,3,2,0,62,1,0,0,1,0
17,94,2,1,7,78,1,1,0,2,1,3,1,0,70,0,1,1,1,0
21,79,0,2,7,82,1,1,2,1,0,3,0,0,67,0,1,1,1,0
21,92,2,2,9,58,1,2,2,1,1,5,0,1,89,0,1,1,1,0
14,83,2,1,7,95,0,1,0,1,1,2,0,0,65,0,0,1,1,1
28,91,0,1,5,73,1,2,1,1,1,2,0,0,69,0,1,0,1,0
15,73,1,1,7,76,2,2,0,1,2,4,0,2,64,0,1,1,0,0
26,93,2,0,6,94,1,6,2,1,0,4,0,0,74,0,0,1,0,0
23,71,1,2,8,50,1,0,2,1,2,2,0,2,64,0,1,1,0,0
16,82,0,2,7,75,1,0,0,1,0,2,2,1,64,0,1,1,0,0
31,69,1,0,9,81,1,2,1,1,0,2,1,0,67,1,0,1,1,0
13,79,0,0,6,58,2,2,1,1,2,4,1,1,63,1,1,1,1,0
26,73,2,1,7,53,0,3,1,2,1,5,0,1,68,0,0,1,1,0
26,71,0,1,5,77,0,0,1,1,1,5,2,0,66,1,1,1,1,0
16,99,0,2,7,77,2,0,0,1,1,3,0,1,68,0,1,1,1,1
28,66,1,2,5,67,1,1,2,1,2,1,2,1,68,0,0,1,0,0
18,91,1,1,7,94,1,3,0,1,1,2,0,0,69,0,0,1,0,0
22,99,2,0,7,65,1,3,0,0,1,3,2,0,71,0,1,1,0,0
22,61,0,2,7,76,1,1,2,1,2,3,1,0,65,0,1,1,1,0
19,88,0,1,8,59,1,2,1,1,1,4,0,0,67,1,0,1,1,0
25,70,1,1,7,51,1,1,2,1,0,4,1,0,65,0,1,1,0,0
25,62,2,1,5,71,1,0,0,2,2,4,0,1,65,1,0,1,0,0
10,76,1,0,6,76,1,1,2,2,0,2,2,0,80,1,1,1,0,0
28,97,1,1,7,88,2,2,1,1,1,2,0,1,74,1,1,1,1,0
10,60,1,1,7,72,0,3,1,0,2,3,0,0,59,1,1,0,0,0
26,84,1,1,7,64,0,2,2,2,1,3,0,0,69,1,1,1,0,0
27,80,1,0,9,80,1,0,2,1,1,2,0,1,66,1,1,1,1,1
13,95,1,1,7,69,1,1,0,0,2,2,2,1,66,0,1,1,1,1
18,63,2,2,8,62,1,2,2,1,2,4,0,0,65,0,1,1,0,0
13,87,2,1,4,96,0,3,0,0,1,3,1,0,67,1,1,1,1,1
19,87,2,2,8,77,0,3,0,1,1,4,0,1,69,1,0,1,0,0
18,87,1,0,10,60,2,2,1,1,2,3,0,0,68,0,1,1,1,0
25,98,1,1,9,84,1,1,1,2,1,2,2,0,73,0,0,1,1,0
28,93,0,2,6,90,1,1,0,1,2,2,0,0,71,0,1,1,1,1
28,62,2,1,10,88,1,0,0,2,2,2,2,1,67,1,1,1,1,1
17,79,1,1,7,80,0,1,2,2,2,3,1,0,67,0,1,1,1,0
19,76,2,0,7,76,1,0,2,2,1,2,2,0,66,1,1,1,0,0
10,72,1,0,7,89,1,3,1,1,0,4,1,0,63,0,1,1,0,0
15,78,2,2,7,85,1,1,2,1,0,1,0,2,65,1,1,0,0,0
26,75,1,0,4,79,1,2,2,1,0,1,1,0,67,1,1,1,1,0
30,77,1,0,8,83,1,1,0,0,2,3,1,0,69,1,1,1,1,0
13,99,1,1,7,58,1,1,0,1,1,2,0,0,67,1,1,1,1,0
16,64,2,1,7,51,2,4,2,2,1,3,1,0,66,1,1,1,1,0
20,97,2,2,7,97,0,2,1,2,1,4,0,1,74,0,0,1,1,0
22,79,2,1,6,97,1,2,2,1,2,2,1,1,69,0,1,0,0,0
15,85,0,1,7,89,2,0,1,1,0,4,1,1,66,0,1,1,1,0
23,93,2,0,9,69,0,0,1,1,2,3,2,1,69,1,0,1,1,1
17,74,1,1,8,58,0,1,2,1,1,2,1,2,63,1,1,1,1,0
20,77,1,0,7,68,1,0,1,2,2,3,1,0,65,0,0,0,1,0
23,76,0,1,7,86,0,1,0,1,2,4,1,2,64,1,0,0,0,0
20,75,0,1,7,67,2,0,1,1,1,4,0,0,64,1,0,1,0,0
17,97,0,2,6,90,0,2,1,0,0,2,0,1,69,1,1,1,1,0
19,93,2,2,7,84,1,5,0,2,0,3,0,0,73,0,1,1,0,0
19,64,1,1,8,81,2,1,1,1,0,3,0,1,62,1,1,1,1,1
18,64,0,0,7,97,0,2,1,0,1,4,1,0,62,1,0,1,1,0
18,77,1,1,6,95,2,0,1,2,2,2,2,1,68,0,0,1,1,0
30,64,1,1,7,86,0,1,1,1,2,3,2,2,66,0,0,1,0,0
23,85,0,2,8,60,2,2,1,1,2,1,1,1,68,0,1,1,1,1
18,66,0,2,5,97,1,4,1,1,1,4,0,1,66,1,1,1,1,0
24,81,0,1,6,61,0,3,1,1,2,3,2,0,69,1,1,1,1,0
18,60,1,1,5,69,1,0,1,1,1,2,2,0,62,0,1,1,1,0
27,73,0,1,7,91,1,2,2,1,1,4,1,2,68,0,1,1,0,0
22,87,1,1,8,60,0,2,1,2,0,2,1,1,67,1,1,1,0,0
19,79,0,1,9,82,1,1,0,1,1,4,0,0,65,1,0,1,0,0
23,99,0,1,9,73,1,0,0,1,0,4,1,0,69,1,1,1,0,0
11,95,1,1,6,81,2,2,0,0,2,3,0,0,67,1,1,1,0,0
13,74,0,0,7,98,2,0,1,1,2,3,2,0,64,0,1,1,1,0
13,62,0,1,6,90,1,3,2,2,1,3,2,0,62,0,0,0,1,1
21,94,1,1,9,65,0,5,2,2,1,3,0,0,71,1,0,1,1,1
30,96,1,2,9,53,1,0,1,1,1,3,0,0,72,1,0,0,1,0
33,93,2,2,7,98,0,0,1,1,0,2,0,0,74,0,1,1,1,1
24,65,0,2,6,79,0,1,1,2,1,2,2,0,66,1,1,1,0,0
23,100,2,0,4,59,1,2,1,1,2,4,0,0,72,0,1,1,1,0
9,70,2,1,5,81,1,1,2,2,1,4,2,0,65,0,0,1,0,0
17,89,2,1,4,52,2,0,0,1,2,3,1,2,67,0,1,1,1,0
15,96,1,2,5,59,2,2,1,2,1,2,0,0,70,1,0,1,1,0
16,69,2,1,10,82,1,0,0,2,0,1,0,1,62,1,1,1,1,1
19,96,0,0,5,70,2,0,0,1,2,2,0,2,66,1,1,1,1,0
17,72,0,1,5,66,1,2,2,2,0,3,1,0,65,1,1,1,1,0
8,99,0,2,6,83,2,2,1,2,2,4,2,0,70,1,1,1,1,1
24,71,2,2,10,93,0,2,1,1,2,2,1,0,69,0,0,1,1,1
14,98,1,1,7,84,0,3,2,1,1,3,0,0,70,0,1,1,1,0
21,62,2,2,8,73,1,2,2,1,0,2,1,0,66,0,0,1,0,0
32,88,1,0,7,83,0,1,0,2,2,4,2,0,73,1,0,1,1,0
14,81,2,1,4,85,0,3,1,2,2,4,2,1,69,0,1,1,0,0
5,79,2,2,9,89,0,3,1,1,1,3,1,0,66,0,0,1,1,0
18,69,2,1,8,65,1,4,1,1,1,4,0,2,65,1,1,1,1,0
27,88,1,0,7,56,2,2,0,1,1,4,2,0,70,0,1,1,0,0
32,68,2,2,10,84,1,0,1,2,2,2,2,2,70,1,0,1,0,0
13,82,2,1,6,56,2,2,0,2,1,4,2,0,67,1,1,1,0,0
23,70,1,2,7,73,2,1,0,1,2,3,2,0,68,1,0,1,1,0
17,98,1,0,6,62,0,1,1,1,1,2,1,0,68,0,0,1,1,0
19,61,2,1,9,67,1,0,0,1,0,2,1,2,61,0,1,1,0,0
36,68,1,1,8,74,2,2,1,1,0,3,0,0,70,1,1,1,1,0
11,70,2,2,7,95,2,0,0,2,0,5,1,1,65,1,1,1,0,0
22,77,0,1,5,84,1,3,2,1,2,2,0,1,66,1,1,0,1,0
23,69,1,1,6,59,1,3,2,1,1,3,2,1,67,1,1,1,1,0
27,80,0,0,5,94,2,3,2,1,0,3,0,0,69,1,1,1,1,0
21,95,1,2,9,75,1,1,0,1,1,2,1,2,69,1,1,1,0,0
22,88,1,1,5,60,0,1,0,1,1,2,0,1,67,1,1,1,1,0
18,83,2,0,9,76,1,0,1,0,1,4,0,0,66,0,0,1,0,0
22,64,0,1,9,60,1,1,2,2,1,2,0,0,63,1,0,1,1,0
18,88,2,1,6,68,0,0,1,2,1,4,0,2,67,0,1,1,0,0
24,67,2,0,6,90,1,0,0,1,1,1,1,2,64,1,1,1,1,0
18,91,1,0,6,83,1,2,0,1,1,4,0,0,68,1,0,1,0,0
22,70,1,2,8,74,0,2,0,2,0,2,0,1,65,1,1,1,1,0
20,77,1,0,9,61,1,2,1,1,1,3,0,0,65,1,1,1,0,0
27,74,1,0,9,64,2,1,0,1,1,3,0,0,65,1,1,0,1,0
20,94,0,1,6,99,1,0,1,1,0,4,1,0,70,0,1,1,1,0
9,65,1,2,9,67,1,1,2,1,1,3,0,0,62,0,1,1,1,0
28,83,2,0,9,81,1,0,0,1,1,4,0,1,68,1,1,1,0,0
15,66,0,2,7,75,0,0,2,2,0,3,1,0,62,1,1,1,1,0
16,88,1,2,7,51,1,0,1,1,2,3,1,0,68,0,1,1,1,0
16,96,2,1,9,97,1,0,1,2,1,5,1,0,72,1,0,1,1,0
28,77,2,1,9,54,0,1,2,1,2,3,2,0,70,0,1,1,1,0
7,80,2,1,9,83,0,3,1,1,1,3,0,2,62,0,1,0,0,0
39,97,2,2,10,91,1,2,0,1,2,3,0,1,79,0,1,1,1,0
26,81,1,2,8,87,1,2,2,2,1,1,2,0,73,1,1,1,1,0
21,80,2,2,7,90,2,1,0,0,0,2,1,2,68,1,1,1,1,0
20,83,2,1,9,87,0,0,2,1,1,2,0,0,68,1,1,1,1,0
22,88,1,1,10,72,1,2,0,2,1,2,0,1,69,0,1,1,1,0
23,64,1,0,6,95,2,1,0,1,2,2,1,2,63,0,1,1,1,1
24,93,1,1,7,96,1,5,2,1,0,4,2,0,74,0,1,0,1,0
23,77,1,1,5,72,1,2,2,2,0,5,1,1,69,0,1,1,1,0
21,63,1,0,8,74,1,0,0,1,0,3,0,0,61,0,1,1,0,0
19,91,1,0,8,74,0,4,1,1,1,2,2,0,69,0,1,1,1,1
19,75,1,0,6,64,2,2,0,1,1,3,0,0,64,0,1,1,0,0
19,64,1,1,9,56,0,2,0,1,2,4,2,2,63,0,1,1,1,0
27,85,0,2,6,63,0,1,0,1,0,2,1,0,68,1,1,1,0,0
24,95,2,1,6,92,1,2,0,1,1,3,0,2,72,1,1,1,1,0
2,96,0,2,9,77,1,3,1,1,1,2,0,2,65,0,1,1,1,0
24,98,0,0,6,93,0,2,0,0,2,4,1,0,69,1,1,0,0,0
21,95,1,0,5,87,0,2,1,1,1,4,0,0,70,1,0,1,0,0
20,60,1,1,8,67,0,1,1,1,1,4,2,1,63,0,1,1,1,0
18,75,0,1,7,59,0,0,1,1,2,2,0,0,62,0,1,1,1,1
27,93,1,1,9,78,0,1,0,1,2,2,2,0,72,0,1,1,1,0
26,75,2,2,8,97,1,1,0,1,1,4,0,2,69,1,1,1,0,0
15,84,1,1,4,92,0,2,1,1,0,3,0,1,66,0,1,1,0,0
22,84,1,1,9,88,1,2,0,2,1,4,2,0,71,1,0,1,1,0
14,75,0,0,10,88,1,2,0,1,0,3,1,1,62,0,0,1,0,0
12,96,1,0,9,76,1,2,1,2,2,2,0,0,68,1,1,1,1,0
16,80,2,0,9,58,0,0,1,1,1,2,0,0,63,0,1,1,0,0
25,79,1,1,7,64,1,0,0,1,1,3,1,2,66,0,1,1,1,0
26,100,2,1,6,79,2,1,1,2,2,3,1,1,75,1,1,1,1,0
23,80,1,0,7,66,2,1,2,2,2,4,1,0,69,0,0,1,1,0
24,67,2,1,8,89,1,2,2,0,2,3,0,0,68,0,0,1,0,0
23,81,2,1,8,69,1,5,1,1,0,2,0,1,69,1,1,1,0,0
16,93,2,0,6,56,1,2,0,1,2,4,0,0,67,1,1,1,0,0
23,91,2,1,6,89,1,3,1,1,0,3,2,0,73,1,0,1,1,0
25,92,1,2,5,85,0,1,0,1,0,1,1,0,71,1,1,1,1,0
25,88,2,1,8,63,1,2,2,1,2,3,0,1,71,0,1,1,1,0
27,70,1,1,6,99,2,2,0,1,1,2,0,0,68,0,0,1,0,0
24,94,2,0,7,70,1,1,2,1,1,1,0,0,70,1,1,1,0,0
22,96,0,2,10,84,0,1,2,2,0,3,0,0,71,1,1,1,1,0
26,68,1,2,8,96,2,1,1,2,1,2,0,0,69,1,1,1,0,0
20,65,2,1,7,58,1,3,0,1,1,4,0,0,63,1,0,0,0,0
15,99,0,1,8,94,1,2,1,1,1,3,2,0,71,1,0,1,1,0
19,95,1,1,9,85,1,2,0,1,0,3,1,0,69,1,1,0,1,0
16,96,2,1,5,58,1,2,2,0,2,5,2,1,71,1,1,1,1,0
16,95,1,0,6,83,0,2,0,2,1,3,0,0,68,0,0,1,0,0
19,82,1,1,7,94,1,1,1,1,2,3,0,0,68,0,1,1,0,0
15,86,1,0,6,90,1,0,1,2,1,3,2,2,66,1,1,1,0,0
18,82,1,1,7,88,1,3,0,1,0,3,1,1,67,0,1,1,0,0
9,62,0,2,5,58,0,0,1,2,2,5,1,1,59,0,0,1,1,0
21,90,0,1,8,60,1,1,0,1,0,2,1,0,66,0,1,1,0,0
20,80,0,0,6,77,0,0,1,2,0,3,0,0,64,1,0,1,0,0
15,86,1,1,7,79,1,1,0,1,1,3,0,1,64,0,1,1,0,1
24,80,1,2,7,97,1,0,0,2,1,4,0,1,69,0,0,1,1,0
26,80,2,0,8,73,2,1,1,1,1,3,0,0,69,1,1,1,0,0
10,67,1,1,4,65,1,3,1,1,2,3,0,0,61,1,1,0,0,0
15,71,2,2,8,60,1,0,0,2,0,3,0,2,62,0,0,1,0,0
15,66,0,1,7,53,1,2,1,2,0,3,1,0,61,0,1,1,0,0
14,68,1,1,8,53,2,1,1,2,2,2,1,0,63,0,0,1,1,0
25,99,1,0,5,79,0,2,0,1,2,4,1,0,71,0,1,1,0,0
19,66,2,2,8,59,1,1,1,0,2,2,2,1,65,0,1,1,1,0
18,71,2,2,9,93,1,1,0,2,1,4,1,1,68,1,0,1,1,0
8,84,2,2,7,80,1,1,2,2,2,4,0,1,67,1,1,1,0,0
24,84,0,2,6,93,2,2,0,1,1,1,0,0,70,0,1,1,1,0
13,66,2,1,6,71,1,3,1,1,1,3,0,0,64,1,1,1,1,0
20,92,1,2,8,80,2,0,1,1,1,3,1,0,71,1,0,1,0,0
22,91,2,1,8,76,0,2,1,1,1,3,1,1,71,0,1,1,1,0
28,69,1,2,8,99,0,0,2,1,0,3,0,1,67,0,0,1,0,0
12,72,1,0,7,90,1,0,2,1,2,3,2,2,63,1,1,1,1,0
2,98,0,2,7,80,2,2,0,2,1,1,0,0,66,1,1,1,1,0
21,93,1,0,7,80,1,3,2,1,1,1,0,1,70,1,1,1,1,0
31,88,1,0,6,62,1,2,0,1,2,4,0,0,70,1,0,1,0,0
27,63,0,1,8,87,1,3,0,2,2,3,0,0,67,0,0,1,1,0
21,77,0,1,7,99,2,3,1,2,1,3,2,0,69,1,1,1,0,0
17,82,2,0,9,56,0,3,2,1,2,2,0,0,66,0,1,1,0,0
25,67,1,2,9,82,1,1,1,1,2,3,2,2,67,0,1,1,0,0
14,78,2,1,7,76,1,0,2,1,0,2,1,0,65,0,1,1,1,1
23,84,2,2,8,93,1,1,2,1,2,3,2,2,72,1,1,1,1,0
23,73,2,2,6,50,1,1,1,1,2,3,1,0,68,1,1,1,0,0
26,91,2,1,7,57,0,3,1,1,0,3,1,0,72,1,1,1,1,0
37,94,2,1,8,52,2,1,0,1,2,3,2,0,76,1,0,1,1,0
22,73,1,0,5,58,1,4,0,1,2,3,1,0,65,0,1,1,1,1
17,94,0,1,8,85,1,1,1,0,2,4,0,0,68,1,1,1,0,0
20,64,1,1,6,57,1,3,0,2,1,4,1,0,65,0,1,1,1,0
9,94,1,1,6,81,0,0,0,2,2,3,0,0,66,1,1,1,1,0
16,66,0,1,6,93,1,7,0,1,0,2,0,2,63,1,1,1,0,0
18,63,1,0,7,52,1,2,2,2,2,3,2,1,63,0,1,1,0,0
17,86,1,1,5,51,1,2,0,1,1,2,2,1,66,1,0,1,1,0
21,79,2,0,8,99,1,2,0,2,2,4,0,0,69,1,1,1,1,0
15,96,1,2,7,84,2,3,1,0,2,1,2,0,72,1,1,1,1,0
27,75,1,0,10,57,1,3,2,0,0,3,0,0,66,1,1,1,1,0
20,71,1,1,7,65,1,2,1,1,0,4,0,1,64,0,1,0,1,0
20,80,1,0,8,99,0,0,0,2,2,3,0,0,67,1,0,1,1,0
18,78,2,2,6,61,0,1,0,1,2,5,0,0,67,1,0,1,1,0
21,74,0,1,5,88,1,1,1,2,1,1,1,0,66,1,1,1,1,0
25,88,1,0,8,62,0,2,0,1,1,2,0,0,68,0,1,1,1,0
15,90,1,1,5,70,1,0,1,1,1,2,0,1,65,1,0,1,0,0
16,94,1,2,8,94,2,2,0,2,0,3,0,0,71,1,0,1,1,0
18,99,1,2,10,51,1,1,1,0,1,4,2,0,71,1,1,1,1,0
12,71,1,1,8,65,1,1,1,2,1,2,0,1,62,1,0,1,1,0
15,89,1,2,8,74,0,2,1,2,2,2,1,0,69,1,1,1,1,0
17,76,1,0,7,81,0,4,2,1,1,2,0,0,65,1,0,1,0,0
25,87,2,0,6,51,0,3,1,1,1,3,2,0,70,1,1,1,0,0
22,79,1,1,7,71,1,2,0,1,1,2,1,1,66,1,0,1,1,0
21,100,1,1,6,67,1,0,2,1,2,3,0,2,70,1,1,1,0,0
25,89,1,2,5,51,0,2,1,2,0,2,2,1,70,0,0,1,0,0
19,98,0,2,7,68,1,1,0,1,1,4,0,1,69,0,0,1,1,0
22,93,2,0,9,97,1,2,1,1,1,3,0,0,71,1,1,1,1,1
19,96,1,1,5,64,1,1,1,1,1,3,0,0,69,1,1,1,0,0
22,93,2,1,9,79,1,2,1,2,2,2,2,0,73,0,1,1,0,0
17,78,1,1,9,65,0,1,1,2,1,4,0,1,65,0,1,1,1,0
5,70,2,2,8,55,1,3,0,1,1,3,0,0,62,1,1,1,1,0
19,75,1,2,8,64,1,2,2,0,0,5,2,1,67,0,1,1,0,0
29,61,0,1,7,74,2,1,1,1,1,3,2,1,65,1,1,1,1,0
26,81,0,1,7,65,0,1,1,1,1,3,0,2,65,1,1,1,0,0
26,80,1,2,6,81,1,0,1,1,1,2,1,0,70,0,1,1,1,0
27,81,1,1,7,97,0,1,1,1,1,2,1,0,70,0,1,1,1,0
21,99,1,2,7,53,1,0,1,0,1,4,2,0,71,0,1,1,1,0
21,96,2,0,10,86,0,1,0,2,1,3,1,0,71,1,1,1,0,0
16,66,1,1,8,50,0,1,1,2,1,4,0,1,62,1,1,1,1,0
18,75,1,0,7,50,1,4,0,1,2,2,2,0,65,0,1,1,0,0
24,77,2,1,7,57,1,3,1,2,2,2,1,2,84,1,1,1,1,0
27,74,1,1,6,74,1,2,1,2,1,2,1,2,68,1,1,1,1,0
19,92,2,1,6,52,1,3,2,1,2,1,0,0,70,1,1,1,1,0
17,81,1,2,8,86,1,1,1,1,1,3,2,0,68,1,0,1,0,0
20,83,1,1,6,51,1,2,0,2,0,4,2,0,67,1,1,1,0,0
24,94,0,1,6,75,0,1,0,2,0,4,0,0,69,0,1,1,1,0
11,92,2,2,6,84,1,2,0,0,0,1,0,0,68,0,1,1,1,0
6,65,2,2,6,62,1,3,0,0,1,1,0,0,59,1,1,0,0,0
17,89,2,0,9,79,1,0,1,1,2,2,1,0,67,0,1,0,1,0
13,77,1,2,7,63,0,0,2,0,2,1,0,1,63,1,1,1,1,0
17,72,2,2,7,61,0,1,1,1,0,4,0,0,65,0,1,1,1,0
19,62,1,1,7,91,0,1,0,1,2,3,1,0,63,1,1,1,0,0
17,79,1,1,7,67,0,1,0,1,2,3,0,0,64,0,0,1,0,0
29,74,2,1,6,91,2,3,0,2,2,4,1,2,72,0,1,1,1,0
22,70,0,1,5,61,2,1,0,1,0,3,1,1,63,1,1,1,1,0
22,88,1,1,9,68,1,2,1,1,1,2,0,0,66,1,1,0,0,1
24,91,1,1,8,55,0,0,1,0,1,2,1,1,67,0,0,1,1,0
13,70,2,2,8,75,2,1,2,1,2,2,2,1,66,1,1,1,1,1
26,62,1,1,8,69,1,2,1,2,2,3,1,1,66,0,1,1,1,0
20,94,1,1,10,50,0,1,0,2,0,4,2,0,68,0,0,1,1,1
24,60,2,2,6,73,1,1,0,1,2,5,2,1,66,1,0,1,0,0
14,97,1,1,5,54,1,3,1,1,0,2,1,0,68,0,1,1,1,0
11,85,1,1,8,92,0,2,1,1,0,4,0,2,65,0,1,1,1,0
25,73,1,1,5,75,0,0,1,1,2,2,1,0,67,0,0,1,1,0
22,70,2,0,7,85,1,0,2,1,0,3,0,2,64,1,0,1,0,0
15,60,0,2,7,91,0,0,0,1,0,2,1,2,59,1,0,1,0,0
15,69,1,1,8,53,0,0,2,1,0,3,0,0,60,1,0,0,1,0
27,66,0,2,6,67,0,1,2,2,0,4,1,2,65,0,1,1,0,0
13,84,1,1,9,51,2,0,0,1,0,4,0,0,64,0,1,1,1,0
30,67,1,2,6,52,1,1,0,1,1,1,0,0,66,0,1,1,0,0
15,81,1,1,8,52,1,0,1,1,1,2,2,0,65,1,1,1,1,0
24,84,1,1,6,74,1,2,1,2,2,2,0,2,69,1,1,1,1,0
18,72,2,2,8,73,1,0,1,1,2,4,0,0,66,0,0,1,1,1
24,61,2,1,5,53,1,1,0,2,1,5,1,0,65,0,0,1,1,0
17,61,2,1,7,63,0,1,1,1,2,4,1,1,62,0,1,1,0,0
19,61,1,0,9,62,1,2,1,1,1,2,0,2,60,0,1,1,0,0
20,90,0,1,7,65,0,4,0,2,2,4,1,1,68,0,1,0,0,0
14,73,1,2,9,82,1,1,1,1,0,3,0,0,64,0,1,1,1,0
24,92,2,2,7,85,2,0,1,1,2,3,1,0,73,0,1,1,0,0
17,77,1,1,6,67,0,1,0,1,2,1,1,0,64,1,1,1,1,0
19,78,2,2,7,89,1,2,1,1,1,4,0,1,69,0,1,1,0,0
14,81,0,1,8,71,0,1,0,2,1,3,2,0,63,0,1,1,0,1
5,89,1,1,4,76,2,2,1,1,1,3,1,0,65,1,1,1,1,0
19,71,1,1,8,57,1,2,1,2,2,4,0,1,65,1,1,1,0,0
34,65,1,1,6,62,2,0,1,2,0,3,0,0,67,1,1,1,1,0
25,82,1,1,5,86,1,0,0,0,2,4,0,0,67,1,1,0,1,0
20,73,1,1,8,99,0,1,1,1,2,3,0,0,66,1,0,1,0,0
18,78,1,2,9,85,2,1,0,2,0,2,2,0,68,1,0,1,1,0
20,86,1,0,7,53,1,1,0,2,0,2,0,0,65,1,1,1,1,0
23,80,0,0,5,57,1,1,0,1,1,4,2,0,66,1,1,1,1,0
13,85,2,0,6,72,1,2,0,1,2,1,1,1,66,0,1,1,1,0
27,82,1,1,6,87,0,2,0,2,2,2,0,0,69,1,1,0,1,0
24,90,1,1,7,58,1,2,0,1,1,2,2,0,70,1,0,1,0,0
24,88,1,0,7,88,1,2,1,2,1,2,2,1,71,1,0,1,1,0
23,81,2,1,8,78,2,4,0,0,2,3,0,1,70,1,1,1,0,0
20,87,1,1,8,89,0,2,1,1,1,3,0,1,68,1,1,1,0,0
24,95,2,2,8,78,1,2,0,2,0,2,2,2,73,0,1,1,1,0
24,77,1,2,8,80,2,1,0,2,2,2,0,1,68,0,1,1,0,1
18,77,1,1,7,62,0,2,2,1,1,4,1,0,66,1,0,1,1,0
17,91,1,0,10,86,0,1,1,1,1,3,2,1,67,0,1,1,1,1
21,83,1,0,8,92,0,2,1,1,0,4,0,0,66,1,0,1,1,1
29,63,1,2,8,94,1,0,1,2,2,2,2,0,69,0,0,1,1,0
13,96,1,1,10,51,1,1,0,0,2,3,2,0,67,0,1,1,0,0
11,61,1,0,7,81,2,5,1,0,2,4,0,0,61,1,1,1,1,1
21,90,1,1,6,99,1,2,0,1,0,3,1,0,70,0,0,1,0,0
20,90,2,2,9,79,1,2,0,1,0,2,0,0,70,0,1,1,0,0
21,98,1,1,9,59,2,3,1,1,1,3,1,0,70,0,1,0,1,1
21,62,1,1,7,94,0,1,0,2,2,3,1,1,64,0,0,1,0,0
19,84,2,1,10,63,1,0,0,1,0,3,1,2,65,0,1,1,0,0
29,77,1,1,7,52,1,5,0,1,2,4,1,0,70,0,1,1,0,0
10,73,0,2,8,72,0,1,0,2,2,2,1,1,62,0,1,1,1,0
15,64,2,2,9,55,2,1,1,0,1,3,1,0,64,0,1,1,1,0
19,83,1,2,7,56,1,1,1,0,2,3,1,2,67,0,0,1,1,0
10,79,2,1,8,73,2,1,0,0,1,4,0,0,63,0,1,0,0,0
19,64,0,1,9,81,2,0,1,2,1,3,0,0,62,1,1,1,1,1
30,84,0,1,6,95,1,2,2,2,0,2,1,0,72,1,1,1,0,0
20,90,0,1,6,85,2,3,0,2,1,2,1,0,69,1,0,0,0,0
21,91,1,2,9,92,1,5,0,1,0,2,0,0,72,1,0,1,1,0
12,96,0,1,7,71,2,2,1,1,2,2,1,0,68,1,0,1,1,0
16,76,0,1,6,66,0,1,1,1,1,3,2,0,64,0,0,1,0,0
18,98,2,2,7,80,0,3,0,1,1,1,1,0,72,0,0,1,1,0
18,95,2,2,8,85,0,2,0,2,2,3,1,0,73,0,1,1,1,0
28,72,2,1,5,78,0,5,1,0,0,2,1,2,67,1,0,0,1,0
23,66,2,0,8,63,1,0,0,1,0,4,1,0,64,0,1,1,1,0
13,77,1,1,8,68,0,3,2,1,1,3,0,0,65,0,0,1,1,0
21,76,2,2,9,72,0,1,0,2,1,3,0,1,67,0,1,1,1,0
23,83,1,1,7,51,0,3,1,2,1,2,1,1,68,1,1,1,1,0
27,83,1,2,9,94,1,2,0,2,2,2,0,0,72,1,1,1,1,0
29,90,2,0,7,76,0,1,1,0,2,3,0,1,71,0,1,1,1,0
14,80,1,1,7,88,1,1,1,1,1,3,0,0,66,1,0,1,1,0
15,64,2,1,7,59,0,0,0,1,1,3,0,0,59,0,1,1,0,1
12,94,1,1,10,78,1,1,1,2,1,2,0,0,68,0,1,1,1,0
19,72,0,2,5,96,0,3,0,0,2,2,0,1,64,0,1,0,1,0
23,99,0,1,8,61,0,2,2,2,2,3,0,0,70,0,0,1,0,1
26,65,0,1,7,67,1,4,2,1,0,3,0,1,65,0,0,1,1,0
20,98,2,1,7,69,2,2,2,2,0,2,1,0,72,0,1,0,1,0
18,64,2,2,8,69,1,3,2,1,2,3,1,1,66,1,1,1,0,0
21,69,1,1,9,80,2,2,1,2,2,5,1,0,68,1,1,1,1,0
15,62,1,2,8,70,1,1,0,1,2,3,1,0,62,1,0,1,0,0
33,88,1,0,9,84,1,1,0,1,0,3,0,0,70,1,1,1,0,0
10,94,2,1,7,74,2,3,2,1,2,3,1,1,70,1,1,1,1,0
21,77,1,0,7,58,1,0,0,2,0,3,1,0,64,1,1,1,1,0
32,97,2,0,5,97,0,1,0,2,2,5,1,1,76,0,1,1,1,0
20,84,1,1,10,62,2,1,1,1,1,2,1,1,67,1,1,1,1,0
19,85,2,2,7,78,0,2,0,2,0,3,1,0,69,1,0,1,0,0
18,94,1,0,7,53,1,4,1,2,2,3,0,2,68,0,1,1,1,0
19,72,1,1,8,96,0,1,1,2,2,2,2,1,67,0,1,1,1,0
28,74,1,1,9,96,0,0,2,2,1,3,0,0,69,0,0,1,1,0
